State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
2,1,1,2,2,35,2,3,1,121,101,101,188,115,151,2,3,3,3,3,4,21,10,0.3225806451612903,2,1,1,1,1,1,2,1,3,3,3,3,2,3,3,2,105,184,4,170,Roti canai,1,4,4,5,6,1,3
2,1,1,3,3,43,2,2,2,101,188,188,121,115,151,4,4,4,3,4,4,14,16,0.5333333333333333,2,1,1,1,1,2,2,1,3,3,3,4,4,4,4,4,101,206,21,105,Hinava (raw fish),4,1,9,8,5,1,2
2,1,1,3,3,43,2,3,1,101,111,101,115,115,151,4,4,3,4,4,4,10,18,0.6428571428571429,2,1,1,1,1,2,2,1,3,3,3,3,4,4,4,2,105,20,12,105,Chicken rice,1,4,4,6,7,1,2
2,1,1,2,2,22,2,3,1,105,111,111,141,141,188,4,9,11,13,13,14,4,8,0.6666666666666666,8,1,1,1,1,1,2,1,3,3,3,4,3,3,3,2,188,206,21,168,Fried mee,1,2,2,4,3,1,1
2,1,1,2,3,20,2,3,2,105,111,111,141,141,188,3,3,1,1,3,1,12,4,0.25,6,2,1,1,2,2,2,1,3,2,3,3,3,3,2,3,168,9,7,188,Satay,1,2,1,5,3,1,1
3,1,1,1,1,40,2,2,1,101,111,111,188,151,151,2,2,3,2,2,3,13,7,0.35,2,1,1,1,1,1,2,1,3,3,3,2,3,3,3,3,188,100,7,188,Peacock Fat,1,2,1,2,3,1,1
3,1,1,1,1,45,2,2,1,105,111,111,151,151,151,3,3,3,3,14,14,10,4,0.2857142857142857,6,1,1,1,1,2,2,1,3,3,3,3,3,2,3,2,160,31,9,170,Nasi lemak,1,2,3,4,2,1,1
3,1,1,2,2,55,2,2,1,121,188,101,121,115,151,4,4,4,4,4,4,15,14,0.4827586206896552,2,1,1,1,1,2,2,1,4,3,3,4,4,4,2,2,101,206,21,105,Nasi lemak,1,5,5,4,6,1,2
3,1,2,1,1,50,2,2,1,101,101,188,188,115,151,3,3,3,4,4,4,13,7,0.35,1,1,1,1,1,2,1,1,3,3,3,3,3,2,2,2,121,5,3,121,Kampung Fried Rice,1,4,3,4,6,1,2
3,1,1,3,3,62,2,2,2,101,188,101,188,115,151,2,3,3,4,4,4,21,5,0.19230769230769232,6,1,1,1,1,1,3,1,3,3,3,2,3,2,3,3,140,5,3,170,Cook acid,1,4,5,3,4,1,3
3,1,1,1,1,43,2,2,1,101,111,111,188,151,151,2,2,3,2,2,3,13,7,0.35,2,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,188,100,7,188,Mee Hoon Soup,4,2,1,3,2,1,1
4,1,1,3,3,50,2,3,1,105,101,101,181,181,181,1,4,2,14,14,14,7,14,0.6666666666666666,6,2,1,1,2,1,3,3,4,2,3,1,2,3,2,1,140,112,16,170,Tempoyak,2,1,5,1,8,1,2
4,1,2,3,3,53,2,2,2,121,111,111,188,141,151,4,1,3,3,2,4,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,2,3,4,1,1,111,114,8,101,Curry,1,4,7,5,4,1,2
4,1,1,3,3,48,2,2,2,141,101,111,188,115,151,3,3,4,2,2,3,14,0,0.0,2,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,111,114,8,105,Onion,1,4,7,5,1,1,3
4,1,2,3,2,34,2,2,2,105,111,188,115,141,131,4,3,2,3,9,2,16,0,0.0,1,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,101,206,21,111,Serai,1,4,4,7,1,1,3
4,1,1,3,3,59,2,1,1,101,111,188,151,115,115,3,1,3,3,4,4,8,4,0.3333333333333333,2,1,1,1,1,1,2,1,4,1,1,2,2,4,2,2,121,82,14,105,Curry Chicken,1,6,1,6,5,1,5
4,1,2,3,3,32,2,1,1,121,111,188,151,188,188,3,9,6,14,3,4,7,2,0.2222222222222222,1,3,1,1,1,1,1,1,4,4,1,2,2,4,1,4,101,206,21,105,Tomyan,1,2,1,2,3,1,1
4,1,1,3,3,25,2,1,1,105,111,188,151,188,151,4,3,2,2,2,2,7,7,0.5,1,1,1,1,1,1,2,1,4,4,1,2,2,4,1,1,101,206,21,105,Nasi Kuning,1,4,4,2,1,1,3
4,1,1,3,3,20,2,1,1,101,188,111,151,115,188,2,1,13,4,3,9,7,2,0.2222222222222222,1,1,1,1,1,1,2,1,4,2,1,2,2,4,2,1,105,20,12,105,Petai,1,3,2,1,6,1,3
4,1,2,3,3,52,2,1,1,121,111,111,115,188,188,3,1,3,3,3,4,7,0,0.0,1,1,1,1,1,1,2,1,4,1,1,1,1,4,1,1,105,200,18,121,Laksa,1,5,1,2,7,1,2
4,1,2,1,1,46,2,2,2,105,111,111,188,141,151,3,3,2,2,4,4,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,111,114,8,188,Ketupat,1,4,1,5,8,1,3
4,1,1,1,1,62,2,2,2,105,111,188,121,115,151,4,1,3,2,2,4,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,3,2,4,1,1,101,206,21,111,Cendol,1,4,7,5,8,1,3
4,1,2,1,1,36,2,3,1,101,111,101,181,181,181,4,3,1,14,14,14,20,1,0.04761904761904762,1,2,1,1,1,1,1,1,2,1,2,2,3,4,2,2,140,112,16,105,rojak,5,1,1,7,4,1,2
4,1,2,1,1,30,2,3,1,101,101,101,181,181,181,2,1,1,14,14,14,21,0,0.0,1,1,1,1,1,1,2,1,1,1,2,1,2,4,2,2,140,112,16,131,laksa,2,1,4,3,1,1,2
4,1,2,3,3,31,2,2,2,101,111,111,151,188,115,4,13,2,6,2,9,7,7,0.5,1,1,1,1,1,1,2,1,4,2,1,3,3,4,2,2,105,206,21,105,Fried Koay Teow,1,4,4,8,6,1,3
4,1,2,3,3,54,2,1,2,105,188,111,188,141,151,4,1,3,3,4,3,14,0,0.0,1,1,1,1,1,1,2,1,4,2,3,3,3,4,1,1,121,106,15,105,Nasi ayam,1,4,7,1,5,1,2
4,1,1,3,3,15,2,1,2,101,101,188,141,188,151,3,3,4,2,4,4,14,0,0.0,6,1,1,1,1,1,2,1,4,2,1,3,3,4,1,1,101,206,21,111,Bihun,1,4,7,8,5,1,3
4,1,2,3,3,29,2,1,2,101,111,188,151,151,115,5,3,1,14,2,3,7,2,0.2222222222222222,1,1,1,1,1,1,2,1,4,4,2,2,2,4,1,2,111,114,8,101,Bihun,1,4,3,5,2,1,2
5,1,1,1,1,26,4,3,1,105,111,111,181,181,121,4,3,1,1,1,1,1,20,0.9523809523809523,6,2,2,2,2,2,2,2,1,2,4,4,3,2,1,1,101,206,21,170,Chicken rice,1,6,5,3,6,7,4
5,1,1,1,1,42,2,1,2,141,111,101,181,181,181,3,1,1,14,14,14,6,5,0.45454545454545453,2,3,1,1,1,2,3,1,3,3,2,2,3,4,3,2,121,82,14,140,Fried Koay Teow,1,2,6,7,3,1,2
5,1,2,1,3,39,2,2,2,105,111,188,121,181,181,3,1,1,2,14,14,16,0,0.0,1,1,1,1,1,1,1,1,2,1,2,2,3,4,3,2,101,206,21,121,Laksa,4,5,6,7,5,1,3
5,1,2,1,3,27,2,2,2,121,101,101,181,188,181,3,1,11,14,4,14,10,6,0.375,1,1,1,1,1,2,3,2,2,3,2,2,2,4,3,2,140,112,16,101,Ikan bakar,2,1,3,5,4,1,5
5,1,1,2,2,24,2,2,1,105,111,101,181,181,181,4,1,1,14,14,14,14,0,0.0,6,1,3,3,1,2,3,1,4,4,2,3,2,3,2,2,105,3,1,168,Rendang,6,5,7,8,5,1,5
5,1,2,1,3,50,2,3,1,105,101,111,181,188,181,4,1,1,14,2,14,13,0,0.0,1,1,1,1,1,2,2,1,3,1,2,3,3,4,3,3,121,82,14,121,Nasi lemak,1,4,7,3,9,1,3
5,1,1,1,2,24,4,2,2,101,101,181,181,181,181,14,3,1,9,14,14,0,21,1.0,2,3,1,2,2,2,3,3,2,2,3,4,4,3,2,1,111,114,8,121,Me goreng,3,4,2,4,7,3,3
5,1,2,1,1,35,4,2,2,121,181,111,151,181,181,2,14,6,14,14,14,7,7,0.5,6,5,3,3,2,3,2,2,2,2,4,4,2,4,2,2,105,20,12,111,Nasi goreng,4,1,6,4,8,3,2
5,1,1,1,1,19,4,2,2,131,111,101,181,181,181,2,13,1,14,14,14,2,10,0.8333333333333334,6,3,2,2,2,1,2,2,3,3,4,3,2,3,3,4,105,200,18,170,Har Mee,2,3,8,4,7,3,2
5,1,2,1,1,19,4,3,1,101,111,111,181,181,181,2,1,1,14,14,14,7,7,0.5,6,1,3,2,2,2,2,2,2,4,2,2,2,4,4,2,170,7,5,140,Sambal belacan,1,2,1,2,3,3,2
5,1,2,1,1,19,3,3,1,131,111,101,181,181,181,4,1,4,14,14,14,15,6,0.2857142857142857,6,2,1,2,1,3,1,1,4,3,3,3,3,4,2,3,101,206,21,105,Sambal pepper,1,2,8,7,2,4,2
5,1,2,1,1,53,2,3,2,131,101,101,181,181,151,1,1,1,14,14,2,0,21,1.0,1,1,1,1,1,1,1,1,3,1,3,4,4,3,4,3,121,82,14,101,Roti canai,1,2,3,1,5,1,1
6,1,2,1,3,19,4,3,2,105,188,111,181,181,151,1,1,1,1,1,1,12,1,0.07692307692307693,6,4,3,3,3,3,3,3,3,1,3,3,2,4,1,2,170,7,5,111,tom Yam,1,2,2,5,7,5,1
6,1,2,1,3,41,2,3,1,101,111,111,115,188,121,2,1,3,3,13,3,17,4,0.19047619047619047,1,1,1,1,1,1,2,1,3,1,2,2,3,4,2,2,101,206,21,111,Roti canai,1,4,4,1,5,1,2
6,1,2,1,1,23,4,4,1,131,111,101,188,141,121,2,3,4,1,2,2,21,3,0.125,6,1,3,1,3,3,3,1,2,4,1,2,3,4,4,2,140,116,17,121,Nasi briyani,1,4,6,5,3,3,2
6,1,1,1,3,22,2,2,2,141,101,111,121,115,115,2,9,11,4,3,6,10,5,0.3333333333333333,6,1,3,3,1,2,3,1,4,3,2,3,3,4,2,3,111,114,8,111,Fish,5,2,6,7,3,1,5
6,1,1,1,1,22,2,3,1,131,101,111,121,115,115,9,11,1,2,3,4,10,4,0.2857142857142857,1,1,1,1,1,2,2,3,4,2,3,4,3,4,2,2,140,112,16,101,Roti canai,1,5,2,6,4,1,5
6,1,2,1,1,59,4,4,2,101,111,111,181,181,115,2,1,3,1,1,6,8,20,0.7142857142857143,8,1,3,2,2,1,3,2,2,1,3,3,2,3,2,1,121,5,3,111,Chicken Rice,1,4,4,5,2,3,1
6,1,1,2,3,50,4,3,3,101,101,101,181,181,151,6,3,1,14,14,3,14,9,0.391304347826087,8,3,1,2,3,1,2,2,4,2,4,4,4,2,1,1,121,106,15,140,Nasi briyani,2,4,1,7,5,5,1
6,1,1,1,1,16,4,4,2,101,101,101,181,181,151,2,1,14,14,14,4,17,7,0.2916666666666667,9,3,3,2,2,1,3,1,2,4,2,2,2,4,2,1,168,104,2,121,Roti canai,1,6,2,6,8,3,3
6,1,2,1,1,44,3,3,1,105,111,111,181,181,181,4,1,1,14,14,14,10,11,0.5238095238095238,1,1,3,3,3,3,3,3,3,3,2,2,3,4,2,2,111,120,8,111,Nasi Lemak,1,2,5,7,1,2,5
6,1,1,1,1,16,2,3,2,101,111,111,181,115,181,2,1,1,14,14,14,21,0,0.0,6,1,1,1,1,1,3,1,2,1,1,2,2,4,2,2,101,206,21,140,Roti canai,1,2,5,4,1,1,5
6,1,1,1,1,22,2,3,2,101,101,111,151,181,115,3,1,1,3,14,3,3,18,0.8571428571428571,6,1,1,1,1,1,1,1,2,2,2,4,3,3,2,2,111,114,8,101,Fish,1,2,5,1,3,1,5
6,1,2,1,1,38,2,3,2,105,101,188,181,181,135,2,1,1,6,6,6,19,2,0.09523809523809523,1,1,1,1,1,3,2,1,1,1,2,3,2,4,3,3,101,206,21,105,Curry Laksa,1,2,4,6,7,1,1
6,1,1,1,1,29,2,3,2,121,111,111,181,151,115,2,9,1,6,13,3,7,14,0.6666666666666666,6,1,1,1,1,2,2,1,2,4,2,3,3,2,2,3,105,184,4,101,Satay,1,2,7,5,2,1,2
6,1,1,1,1,18,2,3,2,105,111,111,141,181,151,9,9,6,6,6,6,24,0,0.0,6,1,1,1,1,2,2,1,2,1,2,3,3,4,2,2,170,119,5,105,Pulut,1,6,5,6,7,1,1
6,1,2,1,1,34,2,3,2,131,111,188,181,181,135,5,9,1,13,6,3,12,9,0.42857142857142855,6,1,1,1,1,3,2,1,3,4,2,3,3,4,2,2,105,20,12,105,Durian,1,6,2,7,3,1,1
6,1,1,1,1,55,2,3,2,105,111,111,181,181,135,2,1,1,6,13,2,10,11,0.5238095238095238,2,1,1,1,1,2,2,1,1,4,2,2,2,4,3,2,105,3,1,160,Chicken Rice,1,2,2,5,7,1,1
6,1,1,1,1,22,2,3,2,105,111,188,181,115,181,5,9,13,6,6,3,15,6,0.2857142857142857,6,1,1,1,1,1,2,1,2,3,2,3,3,4,2,2,101,206,21,160,Roti canai,1,2,5,7,4,1,1
6,1,1,1,1,22,2,2,2,101,111,111,181,181,188,5,13,11,13,14,14,10,6,0.375,6,1,1,1,1,1,1,1,3,1,3,4,4,4,2,2,101,206,21,111,Fish,4,2,4,8,7,1,5
6,1,2,1,3,29,2,3,2,105,111,111,181,141,181,2,1,1,14,2,14,14,10,0.4166666666666667,1,1,1,1,1,1,1,1,4,4,3,4,3,4,3,3,101,206,21,111,Mixed rice,1,4,3,5,4,1,5
6,1,2,1,1,18,2,3,2,141,111,111,181,188,181,6,1,11,14,4,14,13,8,0.38095238095238093,6,1,1,1,1,1,1,1,3,1,3,4,4,4,3,2,101,206,21,111,Chicken Rice,4,2,8,5,7,1,5
6,1,1,3,3,30,2,2,2,105,111,111,151,181,181,1,3,2,14,14,4,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,1,4,2,3,3,3,2,2,111,114,8,101,Chicken,1,5,1,6,8,1,1
6,1,1,3,1,46,2,3,2,105,111,111,181,181,151,4,1,1,3,1,4,14,7,0.3333333333333333,2,4,1,1,1,2,2,1,2,2,3,2,2,4,3,3,101,206,21,111,Nasi Kerabu,1,4,3,4,2,1,1
6,1,2,1,1,17,2,3,3,141,111,111,115,188,188,6,13,9,2,13,3,21,3,0.125,7,1,1,1,1,1,2,1,2,3,2,2,1,4,2,2,188,111,9,140,Nasi briyani,1,2,6,8,5,1,2
6,1,2,1,1,24,2,2,2,121,101,188,115,141,115,1,9,1,3,6,3,14,2,0.125,6,1,1,1,1,1,2,1,2,3,2,3,2,4,3,2,140,206,21,101,nasi lemak,1,4,7,5,8,1,1
7,1,1,1,1,19,2,3,2,105,111,188,181,181,181,4,1,1,14,14,14,7,21,0.75,6,4,1,1,1,1,3,1,1,1,4,2,2,2,1,3,111,114,8,105,Bread,1,5,1,2,5,1,5
7,1,2,1,1,44,2,2,2,101,181,111,181,181,115,2,14,1,14,14,3,14,0,0.0,1,1,1,1,1,1,2,1,1,1,3,2,3,4,2,2,101,206,21,111,Mee,1,2,3,5,1,1,1
7,1,2,1,1,51,2,3,2,101,111,111,181,181,115,3,1,1,14,14,3,21,0,0.0,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,140,116,17,101,Tomyam,1,2,5,3,4,1,2
8,1,2,1,1,60,2,3,1,131,101,101,181,181,181,5,1,1,14,14,14,18,3,0.14285714285714285,9,4,1,1,1,1,1,1,2,2,2,2,2,4,2,2,140,5,3,121,Fried mee,1,3,1,5,8,1,1
8,1,1,1,2,38,4,2,2,101,181,101,181,151,181,9,14,13,14,13,14,9,5,0.35714285714285715,2,1,2,2,3,2,2,2,2,2,3,3,3,4,2,2,111,114,8,170,Roti canai,6,1,7,8,1,3,2
8,1,1,3,3,27,2,3,1,101,111,188,181,181,181,3,3,3,14,14,14,19,2,0.09523809523809523,2,3,1,3,3,1,2,3,2,3,2,4,4,2,2,2,105,204,20,101,Fried mee,3,2,7,8,9,1,3
8,1,1,3,3,53,4,2,1,101,181,111,181,181,181,13,14,1,14,14,14,7,7,0.5,2,2,2,2,3,2,3,2,2,1,2,4,3,4,2,2,170,7,5,121,Fried rice,1,4,7,8,4,3,3
9,1,2,1,2,50,4,3,2,101,111,111,181,181,115,5,13,6,14,14,6,19,2,0.09523809523809523,1,3,2,2,2,1,2,1,2,1,3,3,3,4,2,2,140,116,17,105,Bah Kut Teh,1,2,5,1,3,5,2
9,1,1,1,2,30,2,3,2,101,111,111,181,115,115,2,3,3,14,1,2,10,11,0.5238095238095238,2,1,1,1,1,1,2,1,2,2,2,3,3,4,3,3,170,117,5,140,Satay,1,3,5,6,8,1,2
9,1,2,1,2,50,3,4,2,105,111,111,181,181,151,4,1,1,14,14,4,28,0,0.0,1,1,3,3,1,1,2,1,2,1,2,3,3,4,2,2,111,16,8,111,Nasi Minyak,1,2,1,3,4,2,2
9,1,1,1,1,18,2,3,2,105,111,111,181,181,115,4,1,1,14,14,3,20,1,0.04761904761904762,6,2,1,1,1,1,2,1,3,1,3,3,3,3,3,3,101,206,21,105,Durian,1,2,5,7,1,1,2
9,1,1,1,1,40,2,3,2,101,111,111,181,115,115,2,2,1,14,4,3,15,6,0.2857142857142857,2,3,1,1,1,1,2,1,3,1,3,3,4,4,2,2,101,206,21,111,Rice with side dishes,1,2,1,6,8,1,2
9,1,2,1,1,18,4,3,1,101,111,111,181,181,181,3,1,1,14,14,14,14,7,0.3333333333333333,6,1,3,3,3,3,3,3,1,3,3,3,2,4,2,2,121,82,14,101,Nasi Lemak,1,2,1,3,4,3,3
9,1,1,1,2,40,2,3,2,101,111,111,181,181,115,4,1,1,14,14,3,15,6,0.2857142857142857,2,1,1,1,1,1,2,1,2,2,3,3,3,4,3,3,111,114,8,101,Yong Tau Foo,1,5,7,4,8,1,2
9,1,1,1,1,56,3,4,3,131,111,111,181,181,115,13,1,3,14,14,3,5,22,0.8148148148148148,8,1,2,2,1,2,2,1,2,4,3,2,3,2,2,2,101,206,21,111,Nasi Lemak,1,5,1,8,3,2,1
10,1,2,1,3,38,2,3,2,131,111,111,181,181,135,5,11,3,14,14,3,14,7,0.3333333333333333,1,1,1,1,1,3,2,1,3,1,2,4,4,4,2,2,105,201,19,121,Fried chicken,1,5,1,3,6,1,2
10,1,2,3,3,36,2,3,2,101,111,111,181,181,135,2,9,1,14,14,3,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,4,4,2,2,2,4,2,2,101,206,21,121,rendang,1,7,1,4,5,1,3
10,1,2,1,1,21,2,2,2,131,111,181,181,181,188,5,1,13,14,14,3,14,7,0.3333333333333333,6,1,1,1,2,3,3,3,4,4,4,4,1,4,2,2,121,106,15,101,Roti canai,1,3,7,1,2,1,3
10,1,1,1,3,51,2,3,2,105,111,111,181,181,151,2,13,1,14,14,4,7,14,0.6666666666666666,2,1,1,1,1,1,1,1,2,4,3,2,3,4,3,3,111,114,8,121,Nasi dagang,2,4,7,6,8,1,2
10,1,1,1,1,60,4,3,2,101,111,111,181,181,135,3,3,1,14,14,3,7,14,0.6666666666666666,2,1,1,1,1,3,2,1,2,4,2,2,2,4,2,2,105,184,4,105,Roti kosong,1,2,4,3,5,4,2
10,1,1,1,1,36,2,3,2,105,111,111,181,181,135,2,1,1,14,14,2,7,14,0.6666666666666666,2,1,1,1,1,1,2,1,3,3,2,2,2,4,2,3,105,184,4,188,Nasi lemak,1,3,6,5,7,1,2
10,1,1,3,3,55,2,3,1,105,111,111,181,181,181,2,11,2,14,14,14,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,4,1,1,2,3,4,3,3,105,201,19,101,Roti canai,1,4,8,1,5,1,1
11,1,1,1,1,17,2,3,2,101,111,111,181,181,135,3,1,3,14,14,11,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,2,1,1,2,2,4,4,4,101,206,21,140,Sambal,1,4,5,1,4,1,1
11,1,2,1,1,39,4,3,2,131,111,111,181,181,181,3,9,1,14,14,14,14,7,0.3333333333333333,1,1,3,3,3,3,3,3,4,4,3,4,2,3,3,2,105,184,4,101,Roti canai,1,3,3,8,2,3,3
11,1,2,1,1,42,2,2,1,101,188,111,181,181,181,4,1,3,14,14,14,7,7,0.5,1,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,140,116,17,101,Chicken,1,4,5,7,1,1,1
11,1,2,1,1,16,2,2,2,101,111,181,181,181,135,4,3,14,14,14,3,7,7,0.5,6,1,1,1,1,1,2,1,4,1,1,2,2,4,4,4,140,116,17,101,Nasi Lemak,1,4,5,1,4,1,1
13,1,1,1,1,18,1,3,2,105,101,111,188,115,115,13,1,1,1,2,2,16,5,0.23809523809523808,6,1,1,1,1,1,3,1,2,4,2,2,2,4,2,3,101,206,21,105,Nasi lemak,4,3,2,4,5,4,2
13,1,1,1,1,24,2,3,2,121,111,111,115,115,121,4,1,11,6,1,2,20,1,0.04761904761904762,6,1,1,1,1,3,2,1,3,1,2,2,3,4,2,2,160,18,9,160,Nasi ulam,1,4,7,4,5,1,3
13,1,1,1,1,28,1,3,2,101,111,111,188,121,121,2,1,1,1,13,13,9,12,0.5714285714285714,2,2,2,2,2,3,2,1,2,4,2,3,3,4,3,3,101,206,21,105,Fried mee,4,6,2,7,5,4,2
13,1,1,1,3,36,1,2,1,131,111,111,188,115,115,2,1,1,2,2,2,20,0,0.0,2,1,2,2,3,3,2,3,2,4,2,2,2,4,2,2,160,31,9,160,Satay,4,1,5,1,4,4,2
13,1,2,1,1,19,1,2,2,101,101,111,115,115,115,3,1,1,3,3,3,6,10,0.625,6,1,3,2,3,1,2,1,2,1,3,3,3,2,2,2,101,206,21,105,Nasi lemak,4,1,1,5,2,4,3
13,1,1,2,2,34,1,2,2,121,111,111,121,121,121,2,1,1,13,13,13,19,3,0.13636363636363635,2,1,2,2,2,3,3,2,2,3,2,3,3,4,1,1,131,23,13,188,Satay,1,5,1,4,6,4,2
13,1,1,1,3,21,1,3,1,101,101,101,121,121,115,1,3,3,6,3,2,5,18,0.782608695652174,9,1,2,2,2,3,2,2,2,2,3,2,2,2,1,1,105,201,19,121,Nasi briyani,1,6,3,1,4,4,1
13,1,2,1,1,18,1,2,3,141,101,111,188,115,115,3,13,1,6,13,3,0,28,1.0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,1,1,101,206,21,111,Laksa,1,3,7,8,5,1,2
13,1,2,2,2,23,1,3,2,105,111,111,121,115,135,3,1,1,13,6,6,17,1,0.05555555555555555,1,1,1,1,1,1,2,1,3,1,2,1,1,4,3,3,121,106,15,105,Nasi lemak,1,4,9,1,5,4,2
13,1,2,1,1,42,1,3,2,131,101,111,121,188,188,3,2,1,1,2,1,1,21,0.9545454545454546,8,1,2,1,1,1,1,1,1,4,2,2,2,4,4,1,168,121,2,160,Kerabu rice,1,6,1,4,8,1,2
13,1,1,1,1,30,2,3,2,101,101,111,121,115,115,2,1,1,1,2,2,9,21,0.7,2,1,1,1,1,3,2,1,2,4,3,3,3,4,3,3,105,4,2,188,Dagang rice,4,6,4,2,1,1,2
13,1,1,1,1,44,1,2,3,141,101,111,151,188,115,6,1,1,1,13,2,14,3,0.17647058823529413,1,1,1,1,1,1,1,1,2,3,2,3,2,4,2,2,105,3,1,121,Nasi briyani,1,6,7,1,8,4,3
13,1,1,2,2,38,2,3,2,101,111,111,121,141,121,2,2,1,1,2,2,10,10,0.5,2,1,1,1,1,1,1,1,2,2,2,3,4,4,2,2,131,24,13,121,Fried noodles,1,6,1,3,7,1,2
13,1,1,1,1,36,1,2,2,131,101,111,188,115,115,2,1,1,3,3,2,16,3,0.15789473684210525,6,1,2,2,1,1,2,1,2,2,2,4,4,4,2,2,121,82,14,101,Nasi lemak,1,6,5,7,8,4,2
13,1,2,1,1,49,1,2,2,131,111,111,151,188,115,2,1,1,3,2,2,16,4,0.2,1,2,2,2,1,1,1,3,2,2,2,1,4,3,2,2,105,3,1,160,Satay,1,2,7,1,8,4,2
13,1,2,2,3,45,1,2,2,121,111,111,181,121,115,2,1,1,1,13,13,17,2,0.10526315789473684,1,1,1,1,1,1,2,1,2,2,4,3,1,4,3,3,188,111,9,140,Satay,2,1,1,3,8,1,2
13,1,2,2,1,34,4,3,1,101,188,188,115,188,115,3,1,1,3,3,3,18,2,0.1,2,1,2,2,2,1,1,1,3,1,1,3,1,4,1,3,131,185,13,140,Fish,4,1,5,1,3,4,2
13,1,1,2,2,16,1,3,2,101,188,111,181,181,181,7,1,1,3,6,6,21,0,0.0,6,1,2,2,2,2,2,2,2,2,3,3,1,4,3,3,101,206,21,140,shrimp paste,4,1,4,1,5,4,3
13,1,1,2,2,18,1,3,1,101,188,111,181,181,181,5,1,1,1,6,6,18,3,0.14285714285714285,6,1,2,2,3,3,3,3,2,1,2,3,1,4,2,2,101,206,21,105,Asam pedas,1,4,4,1,6,4,3
13,1,2,2,2,16,2,2,1,101,181,188,181,181,181,2,1,1,2,2,2,12,2,0.14285714285714285,6,4,1,1,1,1,1,1,4,1,2,3,3,4,2,2,140,112,16,188,Lontong,4,6,2,5,3,1,1
13,1,1,2,2,16,1,3,2,101,181,188,181,188,181,2,3,3,3,2,2,18,3,0.14285714285714285,6,1,2,2,3,3,3,3,2,2,2,3,2,4,2,2,105,184,4,101,Wheat,1,5,4,1,6,4,2
13,1,1,1,3,31,1,2,1,131,111,111,188,115,115,2,1,1,2,2,2,20,0,0.0,2,4,2,2,3,3,2,3,3,3,2,2,2,4,2,2,188,31,9,101,Nasi Lemak,1,4,4,1,5,4,2
13,1,2,1,2,23,1,2,2,101,101,111,115,115,115,3,1,1,3,3,3,6,10,0.625,6,1,3,2,3,1,2,2,3,1,3,3,2,2,3,2,188,206,21,170,Roti canai,4,1,5,2,1,4,3
13,1,2,1,2,19,1,3,2,141,101,111,188,115,115,3,13,1,6,13,3,0,28,1.0,1,2,1,1,1,1,2,2,3,4,2,2,2,2,1,1,170,206,21,160,Laksa,1,3,7,8,5,1,2
14,1,2,1,1,65,4,3,1,101,111,111,181,181,181,2,1,1,14,14,14,20,1,0.04761904761904762,1,1,3,3,3,3,1,1,4,1,2,2,2,4,2,2,111,114,8,101,Curry Chicken,1,4,1,4,7,3,2
14,1,1,1,1,15,1,2,1,105,181,111,181,181,181,3,14,13,14,14,14,11,3,0.21428571428571427,6,1,2,2,2,3,3,3,2,3,2,2,2,4,2,2,101,206,21,121,Nasi Lemak,1,4,1,4,3,4,2
1,1,1,2,2,49,2,2,1,105,111,111,141,141,188,3,3,3,13,13,14,12,2,0.14285714285714285,2,1,1,1,1,1,2,1,3,3,3,2,2,4,2,3,188,184,4,105,Fish,1,2,4,5,3,1,2
2,1,1,2,2,49,2,2,1,105,111,111,141,141,188,3,3,3,13,13,14,12,2,0.14285714285714285,2,1,1,1,1,2,2,1,3,3,3,3,2,3,2,3,105,184,4,188,Roti canai,1,2,4,3,5,1,2
